keyword,count,related phrase,related keyword,number of related bugs
understand,4,else way understand behavior power;test base understand history interop;sdflash easily understand tsn file;lowpi hello understand psirt request,issue;ios;interop;understand;wpan,4
invname,4,cgr sh invname cgr descr;ak sh invname ir gw;tspetra sh invname chassis descr,cgr;lte;vid;pid;descr,3
far,4,lou utilization far reach platform;rtmpdump available far vulnerable soif;hello twice far interface take;save bootstrap far useful information,program;cve;interface;ip;acl,4
mins,4,start delay mins system boot;ram disk mins;ver stay mins sometimes even;vlan several mins later could,igma;cscve;start;clone;corsica,4
rssi,4,end node rssi ixm warbler,response;issue;actility;end;ixm,1
dbm,4,critical process dbm fault rp_;signal week dbm db rssi;support maxium dbm ev support,issue;size;ixm;sweep;send,3
ar,4,ways iii ar ase iv;modulediffblock one ar;poe mms ar advance fiber,failures;see;non;ar;profinet,3
insertion,4,include csro insertion path trace;leap second insertion deletioniot danube;server module insertion go pi;exception usb insertion removal cause,story;insertion;us;user;ptp,4
nothing,4,fog director nothing else much;root shell nothing within ios;display information nothing prototypes old;several time nothing type usb,intel;qat;show;root;ir,4
nobackup,4,assert ciscorommon nobackup vandvisw uefi;experimental version nobackup mcpre bld;cassert armcpudxe nobackup vandvisw usbhang_fix,vandvisw;version;rommon;software;cisco,3
unstable,4,node appear unstable master slave;caf become unstable corrupt unexpected;make stack unstable cannot form,module;utc;power;rf;unstable,3
organization,4,candidate reserve organization individual use;candidate reserve organization individual use;candidate reserve organization individual use;candidate reserve organization individual use,reserve;evaluation;candidate;vulnerability;dmm,4
publicize,4,problem candidate publicize detail candidate;problem candidate publicize detail candidate;problem candidate publicize detail candidate;problem candidate publicize detail candidate,reserve;evaluation;candidate;vulnerability;dmm,4
endpoint,4,device type endpoint class iiifrom;mac address endpoint pl mx;craft certificate endpoint use certificate,state;vlan;gi;show;ir,3
danubein,4,fa assemblyiot danubein camero cisco;fa paramsiot danubein camero cisco;fa paramsiot danubein camero cisco;instance correctioniot danubein camero rockwell,file;number;eds;ie;fa,4
camero,4,assemblyiot danubein camero cisco ie;paramsiot danubein camero cisco ie;paramsiot danubein camero cisco ie;correctioniot danubein camero rockwell zms,file;number;eds;ie;fa,4
insterface,4,file parameters insterface speed insterface;file parameters insterface speed insterface,file;parameters;eds;ie;fa,2
ready,4,status move ready output isa;ring vlan_id ready sep mrp;server ios ready make sure;scenario key ready use,state;module;version;recover;sfr,4
kvm,4,function arch kvm linux kernel;linux kernel kvm virtualization subsystem;subsystem qemu kvm earlier allow,psirt;cve;url;kernel;ciam,3
identifier,4,ciscoie object identifier ciscoproducts cisco,identifier;object;ie;poe;fiber,1
tab,4,dtc parser tab loader utils;check enclosures tab png;origin spoof tab modal dialogs,src;loader;apm;utils;dtc,3
uninitialized,4,attempt lock uninitialized watch semaphore;sensitive information uninitialized disk locations;function key uninitialized variable function;trigger free uninitialized previously free,license;psirt;debug;mrp;mrm,4
hat,4,service red hat enterprise linux;certain red hat patch rpc;el red hat enterprise linux,red;psirt;cve;supplementary;ciam,3
vulnerable,4,contain outdated vulnerable version openssh;malicious input vulnerable software input;available far vulnerable soif product,remote;cve;vulnerabilities;openssh;allow,3
pump,4,drop see pump traffic ixiaie,traffic;rx;pump;see;ie,1
faa,4,bf facf faa intel_qat ba;hypversion traceback faa ca dconfig,may;ir;traceback;fz;universalk,2
module_power_up,4,;;cgr k_sys module_power_up module slot;,module;cgr;power;slot;server,4
shift,4,trickle timer shift data packets;sync attribute shift revert back;sequence ctrl shift disconnect command,data;packets;receive;attribute;send,3
black,4,infrastructure initialize black sh ip;see new black sd card;validate digital black box test,license;sd;unassigned;card;yes,3
boundaries,4,cross page boundaries allow local;incorrect entities boundaries start tag;requirement locate boundaries interfaces system,psirt;cve;boundaries;ciam;ocfs,3
evk,4,come online evk node join;cgr remotewpan evk wpan disappear;test ev evk cgr evk,module;cgr;wpan;power;bridge,3
analysis,4,pi shawn analysis currently bridge;via statistical analysis time data;image still analysis;resolve static analysis warn esw_mrvl,ios;wpan;time;analysis;vds,4
else,4,go actually else functionally mislead;director nothing else much add;cdets add else add drivers;would helpful else way understand,restart;do;guest;os;ir,4
cold,4,lm reload cold dut boot;timeout reload cold power cycle;gps acquire cold start test,traffic;config;log;lm;ie,3
kind,4,team contact kind log device;wpan module kind hang try;stop traffic kind management address;recognize usb kind request help,audit;module;utc;log;cip,4
kbps,4,list kbpsand kbps wpan ti;traffic seem kbps kindly allow;interface bandwidth kbps expect drop,list;channel;wpan;kbps;drop,3
tlv,4,us ptp tlv change include;ir tlv path etx,tlv;story;us;user;ptp,2
mackinac,4,signal tbr mackinac ev kref;support config mackinac mfirnware version;key wpan mackinac iot pi;slot ir mackinac hello request,cgr;config;ios;version;wpan,4
kunpeng,4,evaluation kunpeng ntp june;evaluation kunpeng librtmp jan;evaluation kunpeng ntp_january_ bugdom;evaluation kunpeng openssl november,cve;url;vulnerabilities;bug;please,4
moderate,4,severity one moderate severity one;severity one moderate severity twelve;severity one moderate severity one,openssl;cve;severity;vulnerabilities;bug,3
pwr_seq,4,cgr k_sm pwr_seq server module,jan;module;cgr;k_sm;server,1
srv,4,gb cgm srv cgr server;incorrect attr srv code eexpected;host cgm srv exec command,jan;module;cgr;data;server,3
tcl,4,creation eem tcl proc fail;dec sla tcl oct vlan;tcl use bypass,cz;allocation;process;memory;ir,3
suppose,4,restart do suppose trigger go;authenticity run suppose print information;doesblackheart hello suppose set env;block multicast suppose block multicast,restart;do;guest;os;ir,4
align,4,inventory need align show show;path etx align cgr ptable,inventory;modem;show;lpwa;align,2
intf,4,across cellular intf sparrow platform;entry local intf gi chassis;sparrow cellular intf report ipv;across cellular intf crash occur,cellular;gi;address;show;ir,4
experimental,4,armv universalk experimental version unknown;ir universalk experimental version saukuma;software universalk experimental version nobackup,ios;cellular;version;software;ir,3
mismatch,4,;software version mismatch im parametersiot;sparrow mismatch resource limit,caf;ios;mismatch;ie;profinet,3
america,4,multimode north america advance lte;europe north america multimode lte;clock timezone america los_angeles ip,cgr;cellular;grwic;lte;output,3
holdover,4,satellite count holdover duration pdop;status auto holdover receiver status,progress;gnss;lock;alarm;status,2
accuracy,4,quality class accuracy unknown offset;quality class accuracy unknown offset;quality class accuracy unknownoffset log;none high accuracy mode authentication,offset;device;clock;ie;ptp,4
general,4,stratix respond general query cannot;space belong general electric device;cal_common py general helper function,use;stratix;customer;ip;system,3
violate,4,company especially violate teach cisco;serial rs violate modbus specification;port security violate interface recover;order message violate tls protocol,use;message;ip;ie;violate,4
sup,4,requirement sec sup patch psb;ct sec sup patch propagate;primary backup sup become activeiot,remote;version;cve;patch;allow,3
locate,4,cip feature locate switch lead;saturn cip locate switch execute;threat requirement locate boundaries interfaces,switch;locate;cip;lead;ie,3
procedures,4,backup restore procedures reliable secure;rest emergency procedures break glass;;give tool procedures,sec;security;data;output;verify,4
cdp,4,ra petraconfigured cdp lldp sfp;propagate lldp cdp framesiot glc,port;sfp;lldp;slot;jun,2
gigabit,4,service router gigabit ethernet rout;etc via gigabit sfp port;fastethernet interfaces gigabit ethernet interfacesthe,port;license;sfp;number;yes,3
lzhao,4,cgr pl lzhao sh wpan;enable cgr lzhao sh wpan;dao cgr lzhao sh wpan,cgr;mode;wpan;rpl;show,3
abcd,4,yesdata pattern abcd loose strict;bbbb bbbb abcd ping abcd;get attachment abcd ed cb,cgr;size;address;ping;sweep,3
adjust,4,ip tcp adjust mss configure;fail cdets adjust makefiles allow,program;interface;ip;emake;acl,2
utilization,4,tcam lou utilization far reach;show cpu utilization show data;flap see utilization seem right,program;interface;ip;show;acl,3
downjul,4,change state downjul pdt link;,module;sp;change;rf;pdt,2
enough,4,message clear enough currently complain;slot get enough power detect;datacorruption strncpy_s enough space src;lose allow enough time go,url;modem;scep;server;error,4
voltage,4,name ep voltage margining enabledsep;contact jan voltage margining enable;therefore default voltage set change;ignition input voltage undervoltage thresholdsde,jan;switch;domain;change;name,4
yeti_iic_read,4,sfp error yeti_iic_read fail seeniot,utc;aug;fail;yeti_iic_read;ie,1
bw,4,mtu bytes bw kbit sec;mtu bytes bw kbit sec;configure interface bw kbpssparrow oib,sec;cgr;packets;output;interface,3
counter,4,show interface counter never input;show interface counter never input;make frame counter base elapse;dp drop counter clear display,sec;cgr;wpan;output;drop,4
flush,4,max drop flush total output;max drop flush total output;nonces via flush reload cache;learn address flush every reboot,sec;cgr;output;interface;input,4
amount,4,incorrect byte amount webui odm;completion small amount memory leak;properly restrict amount data read,bytes;amount;malloclite;webui;memory,3
configurable,4,async must configurable since async;user either configurable option lm;scada configurable dnp serial,config;sparrow;timeout;async;configurable,3
binlogs,4,universalk ssa binlogs see sparrow;universalk ssa binlogs see config;universalk ssa binlogs see show;universalk ssa binlogs see connect,sparrow;raw;udp;show;send,4
qos,4,qos sparrow field;packets drop qos priority percentage,policy;configure;packets;map;qos,2
sherry,4,hello thank sherry root cause;private image sherry csn test;devicespi nooibhello sherry non ir;oib msatahello sherry thank daniel,cgr;grwic;version;fe;host,4
retransmit,4,data packets retransmit unicast request,data;packets;aa;receive;send,1
orphan,4,temporarily debug orphan file corruption;auto clean orphan file bootstrappi,file;orphan;remove;bootstrap;fsck,2
evdo,4,lte ehrpd evdo reva rev;connectors cgm evdo module connect,cgr;grwic;lte;pid;descr,2
num,4,frpl tree num dataentries num;slot tree num dataentries num,bbbb;aaaa;wpan;rpl;cccc,2
toolchain,4,barnes upgrade toolchain newest marvell,post;upgrade;toolchain;newest;marvell,1
correspond,4,error log correspond trace callback;enable signal correspond gpio register;ios variants correspond tar file;mode nooibimplement correspond cli show,license;sim;mrp;mrm;card,4
missingthe,4,rmonbifo empty missingthe pkg_envelope bootvar;second ios missingthe micro controller;drop tttech missingthe new cnc;oif null missingthe mutlicast fee,file;empty;value;timer;missingthe,4
cvd,4,winter iot cvd iot cvd;sa iot cvd iot cvd,iot;traffic;ring;ie;rep,2
higher,4,path convergence higher expect convergence;mc even higher sparrow udp;instal standby higher cost nooibexternal,traffic;mbps;rep;unicast;convergence,3
publish,4,;publish latest cwan_mizuno_dev;prp update publish show clear,publish;prp;ssh;cwan_mizuno_dev;ir,3
sdwan,4,default value sdwan supportsparrow rout;enable sdwan support sparrow,value;sparrow;support;sdwan;enable,2
sc,4,macsec transmit sc receive gigabitethernet;order call sc sa creation,sc;sa;configure;macsec;rep,2
pmk,4,since already pmk ptk anyway;command sap pmk cts manual,state;pmk;wpan;cts;cst,2
pnp,4,see cgr pnp ztd completionpi;ipv base pnp bootstrapping oibjan;relate example pnp pki relate,size;address;pnp;malloclite;memory,3
br,4,ip int br ex downinterface;ip int br router hang;ip int br error license;ir dagw br cgr gbfor,wpan;gigabitethernet;pid;ir;yes,4
automation,4,cause problems automation hari_petra_ sh;see macro automation device apply;sku donglethe automation script cover,event;vlan;mcsn;apr;dbg,3
ntp_january_,4,evaluation ce ntp_january_ bugdom psirt;evaluation kunpeng ntp_january_ bugdom psirt,evaluation;cve;vulnerabilities;bug;please,2
unzip,4,evaluation dmm unzip vulnerability missingthis;evaluation dmm unzip vulnerability missingthis;evaluation dmm unzip vulnerability missingthis,reserve;evaluation;candidate;unzip;dmm,3
enclosures,4,cisco check enclosures config file;run config enclosures sample log;visible log enclosures thank regard;information check enclosures tab png,intel;warbler;qat;password;ir,4
volt_connexa,4,mf connexa volt_connexa mf connexa;ip gracefully volt_connexa mf connexa;mf connexa volt_connexa mf connexa;changemf connexa volt_connexa ioe connect,caf;ios;iox;connexa;ip,4
loaderbootldr,4,ie boot loaderbootldr ie boot;ie boot loaderbootldr ie boot;ie boot loaderbootldr ie boot;ie boot loaderbootldr ie boot,software;ea;clock;ie;universalk,4
minutessystem,4,sync uptime minutessystem return rom;uptime day minutessystem remay sys;sync uptime minutessystem return rom;uptime hours minutessystem return rom,software;ea;clock;ie;universalk,4
onsystem,4,rom power onsystem restart utc;rom power onsystem restart utc;rom power onsystem restart utc;rom power onsystem restart cdt,software;ea;clock;ie;universalk,4
